image_path,015,017,022,082,002,041,040,050,019,008,052,026,006,042,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,061,065,051,033,062,032,085,056,074,036,043,059,067,016,079,013,055,023,038,039,018,021,044,037,035,057,080,069,084,071,034,053,070,054,030,046,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0027.jpg,금가세,사람들이,"8,380,000",국가명.,␣,✘,✔,✘,e-트론 팰리세이드,✘,✔,✘,✘,13.3,✘,✘,✔,✔,∅,✘,✘,2004년 4월 20일,2036,✘,✔,✘,✘,✘,9790683842,✔,✘,␣,✔,✘,23.1,✘,✘,✘,✔,✔,여알렌,93.5,✘,칭찬함. 추천하여,✘,UKGA4GZ,✔,✔,32.2,✘,✔,1430363105,38XX989B31,Z5V6GKNEY1,✘,✘,"21,860,000",✘,✘,XQGMB6YI8F,"233,000",18.8,✘,✘,✔,␣,✔,9933271998,␣,✘,✘,␣,✔,무기한,6.0,✘,P33AHOB,✔,2019-05-11,✘,✔,✔,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0028.jpg,소예지,17468여,55940000,␣,␣,✔,✘,✔,3 시리즈 C 클래스,✘,✔,✘,✘,␣,✘,✔,✔,✘,∅,✔,✔,1945/8/4,2033,✔,✔,✘,✘,✔,9230882913,✘,✘,YCUIBXO9LCQWF4UXJ,✘,✔,56.6,✘,✔,✘,✘,✔,인우주,49.2,✘,권하는 상대가,✔,␣,✔,✘,78.5,✔,✘,9014512772,MCQ4083XS1,XKT2ZDUZ12,✔,✔,"7,650,000",✔,✔,OUINORDMGV,638000,13.6,✔,✘,✘,477-474758-51,✔,␣,505-72-18428,✘,✘,␣,✘,불이익을,22.2,✘,P416MDJ,✘,2012/3/15,✘,✔,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0029.jpg,변온음,수화물이,"83,140,000",따위의,갈한마음,✔,✘,✘,e-트론 마칸,✘,✘,✘,✔,␣,✔,✔,✔,✘,∅,✘,✔,␣,2001,✘,✘,✘,✘,✘,1750915590,✔,✔,FNE0PT7S44Q6TRX80,✘,✘,27.1,✔,✘,✘,✘,✘,문지욱,81.2,✔,␣,✘,U88PBOD,✘,✔,82.9,✘,✔,␣,GGPYNT5TX4,9POVIDOB3Q,✔,✔,"59,730,000",✘,✔,␣,375000,22.5,✘,✔,✔,␣,✘,␣,546-77-27489,✘,✔,홍가을,✘,많이,␣,✘,PYYC3ZU,✘,1930년 9월 22일,✘,✘,✘,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0030.jpg,민효자,부서지다.,"26,620,000",␣,황보탁건,✘,✘,✘,Q5 파나메라,✘,✘,✔,✘,91.5,✘,✘,✔,✘,∅,✔,✘,␣,2003,✔,✔,✔,✘,✘,␣,✘,✘,BENG3GO3OZOTAEKPG,✔,✔,␣,✔,✘,✘,✘,✘,황채범,69.2,✘,␣,✘,UZ4IO52,✘,✘,72.1,✘,✔,1980484454,G644DG2L9Z,SYU302T1C9,✘,✘,"55,850,000",✔,✔,␣,"564,000",70.4,✔,✔,✘,␣,✔,1193682876,712-82-39739,✘,✘,방규주,✘,생긴,1.1,✘,PPDEZGE,✘,␣,✘,✘,✔,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0000.jpg,탁인현,하다가가,␣,␣,형은가람,✔,✘,✘,티볼리 무쏘,✘,✘,✘,✔,35.3,✔,✘,✔,✔,∅,✘,✔,2039-11-25,2040,✘,✔,✘,✘,✘,␣,✔,✘,KWEBGDRMS8XD70IRG,✘,✔,36.1,✘,✘,✔,✔,✔,범현근,68.9,✘,모든 일을,✔,TJA8YU9,✘,✘,68.2,✘,✘,1683959059,␣,IEZI2KCH0S,✔,✘,"77,810,000",✘,✘,KRSXHO0D90,"8,000",50.5,✘,✔,✘,144-467681-98,✔,␣,286-71-98246,✔,✔,피미르,✘,␣,95.8,✘,␣,✘,1938-10-09,✘,✔,✘,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0001.jpg,서문에슬,␣,9120000,붙을,␣,✔,✘,✘,911 트래버스,✘,✘,✘,✘,19.5,✘,✘,✘,✘,∅,✘,✘,1916.6.1,2036,✘,✔,✘,✘,✔,1034955948,✘,✘,␣,✘,✘,14.1,✘,✔,✘,✔,✘,임보란,␣,✘,신속한다는 뜻으로,✔,TYC845X,✘,✘,87.1,✘,✔,9586995904,␣,␣,✔,✔,"2,550,000",✘,✘,Q1WY4VL3RC,"571,880",18.6,✘,✘,✘,␣,✘,␣,211-60-88961,✘,✔,편지윤,✘,기업이,␣,✘,AGCPECE,✔,2001년 10월 27일,✘,✔,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0002.jpg,서문문선,또는,6140000,다리의,␣,✘,✘,✔,␣,✔,✘,✘,✘,␣,✘,✘,✘,✔,∅,✔,✘,1936/4/10,2038,✘,✔,✘,✔,✔,␣,✘,✘,VQ43QA66CFRI3LA65,✘,✘,␣,✘,✘,✘,✔,✘,선금서,51.0,✘,␣,✘,␣,✘,✘,25.7,✘,✔,9916246316,␣,1VZ4EKCZH9,✘,✘,35960000,✘,✘,5IL8DL54WT,"247,830",42.4,✘,✘,✔,␣,✘,9055262310,␣,✘,✘,␣,✘,고요히,95.3,✔,␣,✔,2016.3.29,✘,✘,✔,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0003.jpg,예루사,계승함.,"49,840,000",준말.,이의린,✘,✘,✘,␣,✔,✘,✘,✘,18.3,✘,✘,✘,✘,∅,✔,✘,1976.11.20,␣,✔,✘,✘,✘,✘,9514665376,✘,✘,IJDGH0DN9A7AHGGV3,✔,✔,21.5,✔,✘,✘,✔,✘,현장헌,␣,✘,뼈나,✔,TOE32R6,✘,✘,37.5,✔,✔,1477396287,␣,5XU2JEN09B,✔,✘,␣,✘,✘,␣,32275,20.1,✘,✘,✘,␣,✘,9890926926,628-13-55545,✘,✘,␣,✘,되다.,84.8,✘,␣,✘,1900.09.14,✘,✔,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0004.jpg,␣,박급하다의,␣,␣,␣,✘,✘,✘,␣,✘,✔,✘,✘,34.4,✘,✘,✔,✘,∅,✘,✘,␣,2026,✔,✘,✔,✘,✔,␣,✘,✘,VHFJY6CRLV2EJYM83,✘,✘,74.8,✘,✘,✘,✘,✘,␣,␣,✘,␣,✔,TC1RRO7,✘,✘,8.8,✘,✘,1171553233,T616EHKYHA,PPUXAHII0B,✘,✘,"5,630,000",✘,✘,UCSPCGQIUG,387050,␣,✘,✘,✘,664-771-618532,✔,1878145217,227-81-48061,✔,✘,␣,✘,␣,85.1,✘,AN9UKHZ,✘,2014년 1월 1일,✘,✘,✘,✔,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0005.jpg,금정교,내,␣,꾸몄으나,␣,✘,✔,✘,"85,240,000",✘,✘,✘,✘,99.4,✘,✘,✘,✘,∅,✘,✘,␣,"89,180,000",✘,✘,✘,✘,✘,9883078935,✘,✔,␣,✘,✘,66.7,✘,✔,✔,✘,✔,온민아,3.2,✘,␣,✘,TE52D8R,✔,✘,␣,✔,✘,␣,EVV8IS9XR8,5VVEBAZQQP,✔,✘,␣,✘,✘,960170,␣,75.7,✔,✘,✘,158-387202-921,✘,9201266188,848-22-18511,✔,✘,성황민,✘,␣,46.1,✘,␣,✘,2009/11/21,✔,✘,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0006.jpg,␣,␣,8750000,있다.,␣,✘,✘,✘,G90 팰리세이드,✘,✘,✘,✘,44.7,✘,✘,✘,✘,∅,✔,✘,2019.4.29,2018,✘,✔,✘,✘,✘,1764945583,✘,✔,MUZ0JXPXI6WKMY23D,✘,✘,74.1,✘,✘,✘,✔,✔,␣,7.1,✘,울리는 소리가,✔,TYEGIW2,✘,✘,1.8,✘,✔,␣,R88679RC0P,␣,✘,✔,51410000,✘,✔,␣,"599,347",84.8,✘,✘,✘,211-698-250299,✘,1513466691,␣,✘,✘,은정표,✔,␣,59.7,✔,AUF84BX,✔,␣,✘,✘,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0007.jpg,␣,데꺽,93960000,인정이,천휘찬,✘,✔,✔,파나메라 캐스퍼,✔,✔,✔,✘,31.9,✘,✔,✘,✘,∅,✘,✔,1939/5/12,2006,✔,✘,✘,✘,✘,␣,✘,✘,3X2AEJAU27TI599VL,✘,✔,␣,✘,✘,✘,✔,✔,원새한,6.8,✘,␣,✘,TI1CHE2,✘,✘,␣,✘,✘,␣,EXRTCO9K2S,AUI6ITYLKF,✘,✘,"3,790,000",✘,✘,X7C8JVQ3YT,"980,261",␣,✘,✘,✘,7683-13-614130,✘,1783866915,938-27-38795,✘,✘,문필경,✘,일을,␣,✘,AJW4MZ4,✘,1982.10.1,✘,✔,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0008.jpg,␣,지구지계의,"62,270,000",␣,설리구,✔,✘,✘,␣,✔,✘,✘,✘,69.9,✔,✘,✘,✔,∅,✘,✘,1993/10/19,␣,✘,✘,✔,✘,✔,␣,✘,✘,␣,✘,✔,98.4,✘,✔,✘,✘,✘,␣,88.8,✔,␣,✘,␣,✘,✘,␣,✘,✔,9931732531,␣,R5HVG4IXNT,✘,✘,␣,✘,✔,4ETQVSOND9,␣,␣,✔,✘,✘,380-571731-79,✘,1723286260,324-82-75868,✘,✔,석미라,✔,라훌라의,94.8,✘,AB000SP,✘,␣,✘,✔,✔,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/E0009.jpg,김대철,채무의,"84,240,000",추위를,남궁보영,✘,✘,✔,스파크 GV60,✘,✘,✘,✘,53.0,✘,✔,✔,✘,∅,✘,✘,1924.08.11,␣,✘,✘,✘,✔,✘,9541527751,✘,✘,E3O5UBFPICIHWVWNT,✔,✘,␣,✔,✔,✘,✘,✔,예연식,␣,✔,등지에,✘,TZZPRY7,✔,✔,60.0,✘,✔,␣,EY72ICU18A,LLROUVZV04,✔,✔,"9,980,000",✘,✘,0FN5FQC840,␣,43.3,✔,✔,✘,␣,✘,9045489060,951-56-66530,✘,✘,␣,✔,␣,␣,✘,AGGYB6V,✘,2022.4.4,✘,✘,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/F0000.jpg,길지윤,␣,␣,두어져,사공수덕,✔,✘,✘,␣,✘,✔,✘,✔,7.9,✘,✔,✘,✘,∅,✘,✘,2016-02-09,2032,✔,✘,✘,✘,✘,9427528280,✘,✘,PU0478XZ7R8NIKJ29,✘,✘,␣,✔,✘,✔,✘,✘,마의로운,68.3,✔,교차하는,✘,T0CJ0KW,✘,✘,65.8,✔,✘,␣,G1AC4JLNGG,␣,✘,✘,␣,✔,✘,XN4NYK72YD,212000,␣,✔,✘,✘,316-434-450814,✔,9524173237,␣,✘,✘,␣,✘,␣,34.1,✘,A62SOYW,✔,1923-04-29,✘,✘,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/F0001.jpg,␣,부전지,"27,180,000",␣,공현목,✔,✘,✔,SM7 토레스,✘,✘,✘,✘,␣,✘,✘,✘,✘,∅,✘,✔,1914년 10월 19일,2005,✘,✘,✔,✘,✘,␣,✘,✘,GUXURW0RPXBUHW3N2,✘,✘,20.6,✔,✘,✘,✘,✘,복애유,73.2,✘,선전관이,✘,TO5P4HP,✘,✘,99.2,✔,✘,␣,2Y08PJ6FBS,CYAZUD8KLF,✘,✘,3120000,✘,✔,␣,"818,200",1.7,✘,✘,✘,␣,✘,␣,962-32-99983,✘,✘,하시건,✘,␣,74.0,✔,␣,✔,1952년 5월 4일,✘,✔,✘,✘,✔,✘,✘
