image,015,017,022,088,082,002,041,040,050,019,008,052,026,006,042,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,087,089,061,065,051,033,090,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078
D0020,✘,오파토 O'pato,WAPNJ3D1N0,✘,외툿감으로,TAE JAE-WANG,인천광역시 강화군 양사면 교산리 1013,CFO,✘,506-68-48406,경기도 의정부시 가능동 667-24,✘,✘,␣,042-1804-6682,041-7588-4616,✘,✔,✘,✔,✘,✔,✘,"지정 폐기물 수집, 운반업",✔,✘,✘,✘,␣,✘,␣,인천광역시 서구 오류동 1632-12,제갈장영,✘,✘,✔,✔,✘,010-7852-2405,✔,✘,␣,✔,✘,✔,✘,␣,✘,✔,✘,✘,34,베틀다리에,✔,28,✘,✘,✔,✘,✘,✘,"충청남도 금산군 금산읍 계진길 180-50 (계진리, 관음사)",국민은행 (KB),"발달하며,",␣,051-5670-9861,9277407399,4185,✘,✔,✘,✔,✔,✘,✘,✘,✔,✔,✘,✘,✘,✘,APRT19,PJKHLP7,␣,1751716884,✘,✘,✔,✔,✔,동티모르,kookmin.ac.kr,✘,✘
D0021,✔,␣,␣,✘,아름다움은,IM JELA,␣,감사,✔,503-52-90597,경기도 고양시 일산동구 정발산동 825-1,✔,✘,␣,041-7133-7030,␣,✔,✔,✘,✘,✘,✘,✘,일반 교습학원,✘,✘,✔,✘,yopa8p-pz882i,✘,1952.12.17,충청남도 공주시 봉황동 356-2,고이노,✘,✘,✔,✔,✔,010-2977-2266,✔,✘,하다,✘,✘,✔,✘,␣,✔,✔,✘,✔,␣,미국의,✘,13,✘,✘,✘,✘,✘,✘,강원특별자치도 원주시 우산동 469-1,롯데마트,의정원,2014-06-22,054-1348-5151,9174822992,3170,✔,✔,✘,✘,✘,✘,✘,✘,✔,✘,✘,✔,✘,✘,APRT19,PG6726Q,799-95-78763,1520759210,✘,✘,✘,✔,✔,키르기스스탄,bluemail.ch,✘,✘
D0022,✔,옥류헌릴렉스,␣,✘,뒤덮어,GIL HYEONBAE,충청북도 괴산군 칠성면 각연1길 21 (태성리),연구원,✔,208-93-17085,충청남도 보령시 청라면 대청로 1160-30 (소양리),✘,✘,␣,␣,␣,✘,✘,✔,✘,✘,✔,✔,␣,✔,✔,✘,✔,hd3i5xgwvj9,✘,1996-01-23,부산광역시 금정구 서동시장길 48-15 (서동),신강영,✔,✘,✘,✘,✘,␣,✘,✘,아내의,✔,✔,✔,✔,␣,✔,✘,✘,✔,14,때에,✘,23,✘,✔,✔,✔,✘,✘,경상남도 창원시 마산합포구 진전면 일암리 100,모어버전,␣,␣,␣,9090660103,1977,✔,✘,✔,✘,✘,✘,✔,✔,✔,✔,✘,✘,✘,✘,APRT19,P5O9SLW,307-88-04141,␣,✘,✘,✘,✘,✘,코스타리카,mail.kr,✘,✘
D0023,✘,␣,␣,✔,결국은,GIL CHIHILO,␣,감사,✘,845-79-04931,전라남도 순천시 주암면 동주로 2033 (광천리),✘,✘,민귀리,␣,063-7200-8366,✘,✘,✘,✔,✘,✔,✘,양식 어업,✘,✘,✔,✔,wok-1eamm-byq,✘,1934/1/15,경상북도 경주시 천북면 동산리 861 ((주)동진환경),민희송,✔,✔,✘,✔,✔,␣,✔,✘,병원체가,✔,✔,✘,✔,2025,✘,✘,✘,✔,34,이용하여,✘,10,✔,✘,✔,✘,✘,✘,경기도 포천시 내촌면 내리 168-1,CJ헬로비전,가설함.,1931/4/17,063-5728-4028,1403823976,4527,✘,✘,✔,✘,✘,✔,✘,✘,✘,✔,✘,✘,✘,✔,APRT19,P2A0J0N,␣,9431184833,✔,✔,✔,✔,✘,슬로베니아,keio.jp,✘,✘
D0024,✘,␣,A1E8V90QT6,✘,␣,DO YUKINA,전북특별자치도 고창군 고창읍 성두리 139 (은성사),CFO,✘,308-12-64528,경상북도 경산시 남산면 대왕로 206-6 (우검리),✔,✘,왕시월,␣,␣,✔,✔,✘,✘,✘,✔,✔,␣,✘,✔,✔,✘,dex77kj2dfauw,✔,2000년 8월 17일,␣,기호람,✘,✘,✘,✘,✘,010-6824-3968,✘,✔,␣,✘,✘,✘,✘,15,✘,✘,✔,✔,␣,규정하고,✔,␣,✔,✔,✘,✘,✔,✘,␣,한국엔지니어링플라스틱,왕께까지,2007.7.26,064-7321-5462,9647258110,␣,✔,✘,✘,✘,✔,✘,✔,✘,✘,✘,✔,✘,✘,✘,APRT19,PMAZ849,␣,9317699267,✔,✘,✘,✘,✘,아일랜드,gbridge.org,✘,✘
D0025,✘,티앙팡오후의홍차,␣,✔,다,␣,충청남도 서천군 서천읍 화석로 128 (화성리),␣,✔,␣,␣,✔,✘,갈유수,064-6026-2948,054-725-1678,✘,✔,✘,✘,✘,✘,✔,␣,✔,✘,✔,✘,rslf5wg2g6b,✘,␣,␣,길청유,✘,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,␣,✘,✔,✘,✔,␣,작다.,✔,27,✔,✘,✘,✘,✔,✘,␣,명인제약 콜그린,의하여,␣,051-0147-1969,1081608935,4875,✘,✔,✘,✘,✘,✘,✘,✘,✘,✘,✘,✔,✘,✘,APRT19,PLP9S03,468-56-37179,␣,✔,✔,✔,✔,✔,␣,hotmail.com,✘,✘
D0026,✘,신라인도레스토랑,ABQAMXYA4Y,✘,위하여,GUG CHEONGMYEONG,경상북도 상주시 모서면 백학2길 56 (백학리),␣,✘,␣,전북특별자치도 순창군 순창읍 남계리 227-27,✘,✔,백은협,␣,032-7056-9635,✔,✔,✘,✘,✔,✘,✔,회사본부,✔,✔,✘,✔,␣,✘,␣,경상북도 청도군 청도읍 원정리 236,석명애,✘,✘,✘,✘,✘,␣,✔,✘,알꽈리01,✘,✔,✘,✔,2030,✔,✘,✘,✘,␣,␣,✘,18,✘,✔,✘,✘,✘,✘,␣,␣,없는,2040.3.15,033-8766-6249,1789252496,2229,✘,✘,✘,✘,✘,✘,✘,✘,✔,✘,✘,✔,✘,✔,APRT19,␣,␣,1016406068,✘,✘,✘,✘,✘,이라크,latinmail.com,✘,✘
D0027,✘,␣,I0CUBEYSQ0,✘,그중,JI UNGDAE,␣,␣,✘,␣,"부산광역시 해운대구 송정중앙로21번길 19 (송정동, 에이스스카이뷰)",✔,✘,␣,␣,054-2384-5983,✔,✘,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,c6dbcerlwm3ht,✘,1966.9.20,충청남도 서산시 인지면 둔당리 223-14,박용택,✘,✘,✘,✔,✔,␣,✘,✘,이르는,✘,✘,✔,✔,␣,✘,✘,✘,✔,␣,사람이,✘,␣,✘,✔,✔,✘,✔,✘,␣,한라그룹,따위의,1996-01-07,␣,9489647970,3228,✔,✘,✘,✘,✘,✘,✘,✔,✘,✔,✘,✘,✘,✔,APRT19,PDDL2PZ,887-76-95531,1509823783,✔,✔,✔,✔,✘,␣,ethz.ch,✔,✘
D0028,✘,따뚱,ZB25KCN7B3,✘,나타나는,␣,제주특별자치도 제주시 이도이동 380-12,␣,✔,728-72-37287,경상남도 합천군 쌍책면 하신리 359-1,✘,✘,␣,051-9933-3339,033-5499-6041,✘,✘,✔,✘,✘,✘,✘,"종이 원지, 판지, 종이상자 도매업",✘,✘,✘,✘,ods9f0f6l,✔,1920/5/5,경기도 고양시 덕양구 도내동 1121-2,노종연,✘,✘,✘,✘,✔,010-4289-8780,✘,✘,다시,✘,✔,✘,✘,2024,✔,✔,✘,✔,33,못하였습니다,✘,␣,✔,✘,✘,✔,✘,✘,경상북도 상주시 내서면 노류2길 101-8 (노류리),␣,치며,2015.1.7,054-3328-6617,9455486685,4680,✘,✘,✘,✔,✘,✘,✘,✘,✘,✔,✘,✘,✘,✘,APRT19,P6YE0BL,621-53-82257,1411051264,✔,✘,✘,✘,✘,쿠바,␣,✔,✔
D0029,✘,[백년가게] 평양옥,YOX9LJXOGT,✘,␣,␣,␣,연구원,✘,␣,부산광역시 영도구 남항동2가 12-8,✘,✘,␣,054-8482-1042,031-5770-1551,✘,✔,✔,✔,✘,✔,✔,살균ㆍ살충제 및 농약 제조업,✘,✘,✘,✔,␣,✘,2007-04-01,경상북도 청송군 청송읍 금곡리 828-1,범성용,✘,✘,✘,✘,✘,␣,✘,✘,맞고,✘,✔,✘,✘,2033,✘,✘,✘,✘,18,순서를,✔,␣,✔,✔,✘,✘,✘,✘,"경상남도 창원시 진해구 냉천로 84 (자은동, 대동아파트)",KG케미칼,␣,1907/2/16,062-5893-7781,9647014423,␣,✔,✘,✔,✘,✘,✘,✔,✘,✘,✘,✔,✘,✘,✘,APRT19,PKXEKBS,981-08-65818,9461570006,✔,✔,✔,✘,✘,␣,phmail.com,✘,✘
D0030,✘,␣,HSEI6VR2X3,✔,때,WANG HAELU,경상북도 울진군 평해읍 삼달리 405-3,␣,✘,␣,␣,✘,✘,주솔범,043-0212-0838,031-3989-7021,✘,✔,✔,✘,✔,✘,✘,그 외 기타 분류 안된 개인 서비스업,✔,✔,✘,✘,␣,✘,1958.10.19,␣,␣,✘,✘,✔,✘,✘,␣,✘,✘,␣,✔,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,2,✔,✘,✘,✘,✔,✘,␣,한국엔지니어링플라스틱,자연,1918/2/23,055-1670-4606,9348072106,␣,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✔,✘,✘,✔,APRT19,PDOA6YI,268-52-22143,9802673115,✘,✘,✔,✔,✘,크로아티아,␣,✘,✘
D0031,✔,손맛김밥,HUDEYPROCX,✘,하다,GANG YU-IKA,전라남도 화순군 화순읍 일심4길 4-2 (일심리),␣,✘,␣,전북특별자치도 군산시 서수면 화등석화길 8-1 (화등리),✘,✔,두려준,043-4232-6816,051-4003-8796,✘,✔,✔,✘,✘,✘,✘,␣,✘,✔,✔,✘,s9ftf2axgqtx,✘,␣,␣,␣,✘,✘,✔,✘,✘,010-0113-3977,✘,✘,␣,✘,✘,✔,✔,2033,✘,✘,✘,✔,6,은혜를,✔,22,✔,✘,✘,✘,✘,✘,␣,여천NCC,어떠한,1916년 4월 11일,041-2404-5609,9631959652,␣,✘,✘,✘,✘,✔,✔,✘,✘,✘,✔,✘,✘,✘,✔,APRT19,␣,␣,␣,✘,✘,✘,✘,✘,아프가니스탄,protonmail.com,✘,✔
D0032,✘,동양방아간,7IAJLL9BRI,✘,␣,BYEON JIHYANG,강원특별자치도 춘천시 도화길6번길 31 (효자동),감사,✘,247-73-57240,"충청북도 괴산군 청안면 질마로 1448 (부흥리, 부흥정미소)",✘,✘,␣,042-2567-8469,053-6910-9492,✔,✘,✘,✘,✘,✘,✘,법무관련 서비스업,✘,✘,✔,✘,␣,✘,2035년 3월 20일,␣,␣,✔,✔,✔,✔,✔,010-1427-3068,✘,✘,␣,✘,✘,✘,✘,␣,✔,✔,✘,✘,2,␣,✘,18,✘,✔,✔,✘,✘,✘,␣,아이덴티티 게임즈,␣,2019/11/6,␣,9868089749,3288,✘,✘,✘,✔,✘,✘,✔,✔,✔,✔,✔,✔,✔,✘,APRT19,PPBCJAN,826-78-87414,␣,✘,✔,✘,✘,✘,␣,ncsu.edu,✘,✘
E0000,✘,델리인디아,SKP72FVVPJ,✔,전에,GO JEHWA,␣,␣,✘,828-17-47169,␣,✘,✘,␣,044-1140-7906,␣,✘,✔,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,ykmuwm0d-n,✔,2030/2/1,부산광역시 남구 우암번영로9번길 11-1 (우암동),양양순,✔,✔,✔,✘,✔,010-0100-5875,✘,✔,␣,✘,✘,✔,✔,2029,✔,✔,✘,✘,14,␣,✘,7,✘,✘,✔,✘,✔,✔,충청남도 서산시 해미면 반양리 3-15,한화,␣,2022년 3월 11일,052-7987-3060,9455832462,3614,✔,✘,✘,✔,✘,✘,✘,✘,✔,✘,✘,✘,✘,✔,APRT19,S1YC4BC,779-22-69552,9066232223,✘,✘,✔,✘,✔,방글라데시,kabelmail.de,✔,✔
E0001,✘,북파크라운지,DM7YUE97B8,✔,하순에,WANG JUNO,전라남도 여수시 서교5길 2-2 (서교동),부회장,✘,215-60-29825,␣,✘,✘,오성후,␣,061-1277-4254,✔,✘,✔,✘,✔,✘,✔,"섬유, 직물 및 의복 액세서리 소매업",✘,✘,✘,✘,␣,✔,1935/10/23,경상남도 사천시 늑도길 83-14 (늑도동),국권정,✘,✘,✘,✘,✘,010-4150-1139,✘,✘,PbCO*3,✘,✘,✘,✘,2009,✘,✔,✘,✘,␣,퍼부어,✘,27,✘,✘,✔,✘,✔,✔,강원특별자치도 강릉시 교동 192-102 (교동연립),셀트리온,소유한,1958.6.25,063-4544-8507,␣,3571,✘,✔,✘,✘,✘,✘,✘,✔,✔,✘,✘,✔,✘,✘,APRT19,␣,␣,␣,✘,✘,✘,✘,✘,키르기스스탄,␣,✘,✘
E0002,✘,에베레스트 레스토랑  동대문역사문화공원점,2GTDKW25QG,✔,쓰인다.,DANG EUNLYEONG,␣,␣,✘,331-20-34980,울산광역시 남구 신정동 778-8,✘,✘,육연하,␣,032-6644-2010,✔,✔,✘,✘,✔,✘,✘,그 외 기타 분류 안된 개인 서비스업,✔,✔,✘,✔,␣,✔,␣,경기도 평택시 서탄면 수월암리 1027,제혜령,✘,✘,✘,✘,✘,␣,✔,✘,심각하다.,✘,✘,✔,✘,␣,✘,✘,✔,✔,8,임금이,✔,28,✔,✘,✔,✔,✘,✘,␣,␣,␣,␣,062-1252-1510,␣,4167,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,APRT19,␣,754-41-39427,1053001832,✘,✔,✘,✘,✘,대만,nu.edu,✔,✔
E0003,✘,봉추찜닭 압구정로데오점,␣,✘,␣,␣,경상북도 영천시 신녕면 치산리 743,부사장,✘,508-08-14180,경기도 용인시 처인구 양지면 대대리 706,✔,✘,사공담서,054-5044-8003,043-3055-3353,✘,✘,✘,✘,✘,✔,✘,편조 원단 제조업,✘,✔,✘,✘,␣,✘,1940.6.25,␣,국동,✘,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,2009,✘,✘,✔,✘,22,"이용,",✘,28,✘,✘,✔,✔,✔,✘,경상남도 거제시 고현동 803,미디어에스,탈이,2039-08-15,055-5967-0489,␣,1126,✘,✔,✔,✘,✔,✘,✘,✘,✘,✘,✘,✘,✘,✔,APRT19,S5UQID5,473-42-75440,1736587056,✘,✔,✔,✘,✔,␣,dartmouth.edu,✘,✘
E0004,✔,훈육,TXL18KU5M3,✔,다,␣,대구광역시 동구 반야월로32길 38 (신기동),팀장,✘,016-93-12651,"서울특별시 관악구 국회단지8길 10 (봉천동, 청운맨션)",✘,✘,좌지엘,053-5321-3222,02-286-8494,✘,✘,✘,✘,✘,✘,✔,항공 운송 지원 서비스업,✔,✘,✘,✔,fspgfzp0,✘,␣,전라남도 고흥군 봉래면 사양리 17,␣,✘,✘,✔,✘,✘,010-7004-9607,✘,✘,또는,✘,✘,✘,✘,2007,✔,✘,✘,✘,9,미혹되어,✘,8,✘,✘,✘,✔,✔,✘,␣,한성기업,싸여,1940년 10월 21일,␣,9411548034,␣,✘,✘,✘,✘,✘,✔,✔,✘,✘,✘,✘,✘,✘,✔,APRT19,S8FHESG,050-21-82971,9869730546,✔,✔,✘,✘,✔,세르비아,␣,✔,✘
E0005,✔,동묘 벼룩시장,SXSVSEFW62,✘,무사10,CHA HUI-WOL,충청남도 서산시 운산면 모정길 98-8 (여미리),인턴,✘,␣,경기도 화성시 정남면 신리길36번길 43 (신리),✘,✘,형복선,033-0886-9876,063-2535-7344,✘,✘,✘,✔,✘,✔,✔,␣,✔,✘,✘,✘,ij2ud4q5s0s,✔,␣,제주특별자치도 서귀포시 안덕면 상천리 486,당채란,✔,✔,✘,✘,✘,010-4227-8859,✘,✘,␣,✔,✘,✘,✘,␣,✘,✘,✘,✘,13,␣,✘,␣,✘,✘,✘,✔,✘,✔,서울특별시 서초구 방배동 883-25 (S.Terra),제스프리 키위,␣,␣,␣,1243482312,4435,✔,✘,✘,✘,✘,✘,✘,✔,✔,✘,✔,✘,✘,✔,APRT19,␣,␣,1857823008,✔,✘,✘,✔,✘,몽골,monash.edu,✘,✘
E0006,✘,스트라이크존 서울 잠실구장,4R9TOVKWWZ,✘,배위,CHU AMANE,인천광역시 서구 청서로 27-1 (청라동),상무,✔,␣,␣,✘,✔,예소교,051-6394-3250,␣,✘,✔,✘,✘,✘,✘,✘,␣,✘,✘,✔,✘,␣,✘,1953-04-08,경상남도 김해시 삼방동 1332-21,우민향,✘,✘,✘,✘,✘,010-0208-3813,✔,✔,␣,✘,✔,✘,✔,␣,✔,✘,✘,✘,␣,인도의,✘,8,✘,✔,✘,✘,✔,✘,전북특별자치도 익산시 삼기면 간촌리 451-1,␣,␣,1908/12/9,␣,9183791073,4710,✘,✔,✔,✔,✘,✘,✘,✘,✔,✘,✘,✔,✔,✔,APRT19,␣,671-19-19661,9244005129,✘,✔,✘,✘,✘,키르기스스탄,␣,✘,✔
E0007,✘,서울에너지드림센터,SIFGPS9SBH,✘,␣,NA JUNBOG,␣,회장,✘,407-25-65814,충청남도 보령시 봉황로 72-6 (죽정동),✔,✘,박주실,␣,031-1921-2999,✔,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✘,␣,✘,2030년 11월 7일,␣,감재원,✘,✔,✘,✘,✘,010-1729-1141,✔,✘,무슨,✘,✘,✔,✔,2036,✘,✔,✔,✔,␣,␣,✔,25,✔,✘,✘,✔,✘,✔,충청남도 공주시 유구읍 백교안골길 34 (백교리),삼양패키징,선사03,1985-02-16,064-367-9034,␣,1643,✘,✔,✘,✘,✘,✘,✔,✘,✘,✘,✔,✘,✔,✘,APRT19,STYVI12,379-05-78827,9909873980,✘,✘,✔,✘,✘,오만,␣,✘,✘
F0000,✘,␣,␣,✔,␣,␣,대구광역시 군위군 효령면 거매리 82,주임,✘,␣,␣,✘,✘,␣,␣,␣,✔,✘,✔,✔,✘,✘,✘,␣,✘,✘,✘,✘,uy18b-0s5or1m,✔,1960/12/6,␣,␣,✔,✘,✘,✔,✘,010-8004-5027,✔,✘,아닌,✔,✘,✔,✘,2025,✘,✘,✘,✔,1,마을에서,✘,␣,✔,✘,✘,✘,✘,✘,␣,조은티브이,␣,␣,␣,1348089115,␣,✘,✔,✔,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,✘,APRT19,SJQ8S9K,723-83-94717,9695094166,✔,✘,✘,✘,✔,이라크,chosun.ac.kr,✘,✘
F0001,✔,␣,K4MRIHB3D6,✘,␣,JEONG HEUN-I,충청남도 서천군 서면 도둔리 56,CFO,✔,279-82-52796,␣,✘,✔,승푸르나,␣,044-6211-2517,✘,✘,✘,✘,✘,✘,✘,자동차 임대업,✘,✔,✘,✔,␣,✔,2016.09.21,경상북도 안동시 임하면 금소길 400-11 (금소리),피해들,✘,✘,✘,✘,✘,010-5404-7149,✔,✘,주지가,✔,✘,✘,✔,2017,✔,✘,✘,✔,16,문이,✔,23,✘,✘,✔,✘,✘,✔,대전광역시 동구 삼성동 321-11,␣,␣,1923년 9월 24일,042-4280-0633,1790098446,␣,✘,✔,✘,✘,✘,✔,✘,✔,✔,✔,✔,✘,✘,✘,APRT19,SSF0RBY,␣,1686982636,✘,✘,✘,✘,✔,아이슬란드,me.com,✘,✘
F0002,✘,␣,␣,✘,␣,␣,경상남도 김해시 진영읍 진영리 319-199,␣,✘,853-13-96130,충청남도 태안군 태안읍 도내리 152,✘,✘,팽성묵,054-7039-3539,044-8242-5330,✔,✘,✘,✘,✘,✘,✘,"금속 파스너, 스프링 및 금속선 가공제품 제조업",✘,✔,✘,✘,␣,✔,␣,␣,고홍진,✘,✔,✔,✘,✔,010-9296-0891,✘,✔,␣,✔,✘,✔,✘,␣,✘,✔,✔,✘,3,␣,✔,15,✘,✔,✘,✘,✘,✘,부산광역시 해운대구 재송동 1052-54,SK에코엔지니어링,␣,␣,␣,9250024628,2753,✘,✘,✔,✘,✔,✔,✘,✘,✘,✘,✔,✘,✔,✘,APRT19,␣,016-25-14836,␣,✘,✘,✘,✘,✘,타지키스탄,␣,✔,✔
F0003,✔,훈육,TXL18KU5M3,✔,다,␣,대구광역시 동구 반야월로32길 38 (신기동),팀장,✘,016-93-12651,서울특별시 관악구 국회단지8길 10 (봉천동 청운맨션),✘,✘,좌지엘,053-5321-3222,02-286-8494,✘,✘,✘,✘,✘,✘,✔,항공 운송 지원 서비스업,✔,✘,✘,✔,fspgf2po,✘,␣,전라남도 고흥군 봉래면 사양리 17,␣,✘,✘,✔,✘,✘,010-7004-9607,✘,✘,또는,✘,✘,✘,✘,2007,✔,✘,✘,✘,9,미혹되어,✘,8,✘,✘,✘,✔,✔,✘,␣,한성기업,싸여,1940년 10월 21일,␣,9864727021,␣,✘,✘,✘,✘,✘,✔,✔,✘,✘,✘,✘,✘,✘,✔,APRT19,SXA9V6V,050-21-82971,9869730546,✔,✔,✘,✘,✔,세르비아,␣,✔,✘
