image,015,017,022,002,041,040,050,019,008,052,026,006,042,009,024,045,058,049,020,029,028,064,068,011,072,003,007,001,025,047,063,014,010,060,061,065,051,033,062,032,056,036,043,059,067,016,013,055,023,038,039,018,021,044,037,035,057,069,071,034,053,070,054,030,046,005,000,031,048,066,004,012,027
D0025,맹봉규,✘,051-2499-0425,✘,파트장,␣,✔,␣,010-3543-2385,✘,␣,␣,7,SK가스,␣,3250000,석아이카,✘,딸,064-2090-0835,강원특별자치도 홍천군 홍천읍 희망리 329-14,✔,구한희,상무,␣,✘,052-6524-2416,2032년 8월 7일,짐작대로,✘,라미람,033-5650-9684,식목도감에,2015,12,2019,✘,✘,5,✘,4,␣,경기도 부천시 원미구 심곡동 321-6 (더퍼스트루아체),✔,9,1993/1/31,␣,2003,010-4599-9210,010-8302-7422,아시아나항공,✘,␣,063-143-8024,063-2101-3856,자매,␣,✘,1589279936,␣,✘,∅,✘,박연찬,36개월,기타,␣,2001/1/21,✔,2,␣,30,25
D0026,홍유우,✔,␣,✘,파트장,␣,✘,␣,010-0267-6898,✘,CTO,␣,9,유니온,␣,"33,570,000",제갈소피,✔,친척,␣,충청남도 부여군 규암면 노화리 334-2,✔,연잔디,␣,PU8DS79,✘,␣,1982.8.7,␣,✘,감리인,062-6278-6248,따위이다.,␣,6,2013,✘,✘,27,✘,10,대구광역시 동구 도동 276,경상북도 포항시 남구 해도동 44-49,✔,15,1976.11.28,경기도 성남시 수정구 남문로74번길 18-1 (태평동),2035,010-1985-3658,010-2826-6471,위버스컴퍼니,✘,␣,␣,␣,손자,␣,✘,9937207284,␣,✘,∅,✘,왕재량,␣,본인,주규종,2025.07.07,✘,7,1370877662,15,25
D0027,표호윤,✘,061-2807-2027,✔,상무,178702,✘,␣,010-4048-6433,✘,␣,인천광역시 미추홀구 숭의동 209-31,19,한국천연가스차량협회,SK텔레콤,␣,함시노,✘,모,052-778-7249,␣,✘,박안이,대리,␣,✔,044-3400-7412,2008.06.26,␣,✘,␣,042-2029-6365,내일,␣,7,2015,✘,✘,13,✘,6,경기도 성남시 중원구 광명로256번길 12-23 (중앙동),부산광역시 연제구 연산동 325-16,✔,␣,␣,전북특별자치도 전주시 완산구 동문길 27 (풍남동2가),2034,010-2170-3787,␣,딜라이브,✘,충청남도 아산시 인주면 현대로812번길 5-1 (해암리),␣,054-1995-3408,아들,␣,✔,9110418704,1814035089,✘,∅,✘,␣,5개월,␣,정한희,2040-06-24,✘,␣,9203087145,␣,17
D0028,␣,✔,051-1824-1905,✘,CFO,질권.,✘,9107317638,010-1628-9006,✘,실장,전라남도 나주시 죽림동 60-122,5,미스틱스토리,현대위아,"8,480,000",공구민,✘,아들,054-7447-7404,경기도 안산시 단원구 선부동 1143-10,✔,고솔진,␣,␣,✔,055-4619-3793,1948.01.22,시대의,✘,표서리,064-2801-7976,␣,2038,␣,2015,✔,✘,5,✘,␣,␣,대구광역시 군위군 우보면 선곡리 564-2,✔,14,2023.07.04,대구광역시 달성군 가창면 단산리 420-1,␣,010-2945-7032,010-4234-0871,␣,✔,전라남도 나주시 노안면 계림리 346,062-4394-8618,␣,손자,␣,✔,9772194802,9998158491,✘,∅,✘,동용기,9개월,부,␣,1979.09.03,✘,4,1637864654,␣,5
D0029,부손유,✘,043-6338-0903,✘,␣,주석한,✘,9739347210,010-0767-8188,✔,␣,␣,22,␣,␣,6580000,␣,✘,␣,061-0863-7581,"부산광역시 서구 시약로117번길 19 (서대신동3가, 태동빌라)",✔,␣,␣,␣,✘,052-3615-5212,1984년 10월 28일,산골,✔,천호우,␣,인사부장을,2018,1,2038,✘,✘,␣,✘,␣,경기도 안산시 단원구 별망로 167 (성곡동),␣,✔,10,1947/8/24,␣,2014,␣,010-7979-6933,리노공업,✔,"인천광역시 미추홀구 석정로376번길 19 (주안동, 뷰티플월드)",052-9256-8658,053-2814-1612,␣,␣,✔,␣,␣,✘,∅,✘,온한경,32개월,␣,마엘레나,2004/7/26,✘,␣,␣,␣,␣
D0030,정승근,✘,033-3168-2245,✘,팀장,그의,✘,1219615045,010-5616-5043,✘,본부장,경상남도 밀양시 초동면 성북3길 18 (검암리),15,한국개발협력진흥원,여성가족부,␣,박유나리,✘,부모,033-9957-3770,전라남도 여수시 선원2길 36-8 (선원동),✔,이세빛,CMO,␣,✘,043-8134-7022,2039년 10월 27일,"산타령,",✘,␣,055-4309-7212,하다가,2016,␣,␣,✔,✔,␣,✘,10,전라남도 신안군 신의면 안산길 65-4 (상태서리),"충청남도 홍성군 홍성읍 충절로1053번길 20 (오관리, 귀빈헤어스케치)",✔,22,1925.11.13,␣,2033,010-5245-8186,010-2240-1024,현대오일뱅크,✘,␣,␣,␣,친척,5,✘,1011230471,␣,✘,∅,✔,유준유,␣,␣,복현림,␣,✔,␣,1729928202,27,␣
E0000,공금별,✘,063-9500-1145,✘,부문장,수치를,✔,1575304216,010-8334-8815,✘,프로젝트 매니저,␣,6,불교TV,␣,"74,760,000",␣,✘,모,043-1840-7120,경상남도 양산시 원동면 화제리 2726,✘,현아솜,실무자,␣,✘,␣,␣,들면서,✘,허도건,031-2935-6215,␣,2016,␣,␣,✘,✘,10,✘,9,경기도 의정부시 의정부동 438-7,대구광역시 서구 중리동 1136-87,✔,24,2010.04.17,전북특별자치도 군산시 대야면 지경리 327-112,2004,010-2723-1523,010-1175-9004,␣,✘,경상남도 창원시 마산회원구 양덕북9길 80 (양덕동),␣,␣,손자녀,31,✘,9296746677,1834718924,✘,∅,✘,␣,25개월,손자녀,가빈,␣,✘,8,1578550717,␣,4
E0001,류두혁,✘,055-1275-9759,✘,CFO,자손을,✘,␣,010-1154-0456,✘,␣,경상남도 합천군 삼가면 어전2길 9-16 (어전리),1,존슨콘트롤즈인터내셔널코리아,피자헛,"79,310,000",엄승재,✘,␣,␣,경기도 평택시 현덕면 기산리 735-3,✘,␣,회장,␣,✔,044-3063-6334,2032-05-04,아내를,✘,김정탁,043-3115-9379,힘.,2008,␣,2000,✘,✘,31,✘,2,␣,␣,✘,24,1925.01.07,경상북도 안동시 풍산읍 죽전리 606,2003,␣,␣,␣,✘,충청북도 제천시 청전동 1020,␣,061-6148-4582,조모,26,✘,9857455923,1662879432,✔,∅,✘,기본서,27개월,조부모,홍윤강,2017-10-23,✘,12,1592564903,8,28
E0002,채선종,✔,063-9443-7065,✘,연구원,대개,✘,␣,010-1295-1516,✔,␣,␣,␣,귀뚜라미,심텍,"22,420,000",␣,✘,형제자매,␣,전북특별자치도 익산시 왕궁면 안림길 14 (도순리),✔,류다찬,CEO,␣,✘,␣,␣,␣,✘,␣,␣,비애를,2034,5,2028,✘,✔,25,✘,5,␣,충청북도 괴산군 감물면 충민로 768-10 (광전리),✘,␣,␣,광주광역시 남구 월산동 119-42,2034,010-1663-9224,010-4832-7265,현진,✘,경기도 남양주시 송산로 196-14 (별내동),054-7084-1882,051-2410-0944,자매,18,✘,1882441581,␣,✘,∅,✘,곽석용,14개월,␣,팽내원,1927.02.17,✔,9,9423655673,23,11
E0003,천헤라,✘,032-4179-4722,✔,대리,백주발검,✔,␣,010-8532-7016,✘,␣,충청남도 공주시 의당면 청룡리 353-1,17,코카콜라음료,VLAST,␣,␣,✘,부,043-1224-0748,경기도 이천시 대월면 군들로145번길 41 (군량리),✔,견아윤,과장,HII7MXZ,✘,041-4711-6107,2033년 6월 14일,␣,✘,␣,033-1044-4094,종이와,␣,␣,2003,✘,✘,␣,✘,2,"인천광역시 남동구 논현로 72 (논현동, 인천힘찬종합병원)",␣,✔,24,1914.9.14,␣,2014,010-4326-1843,010-5423-2692,삼성증권,✘,부산광역시 부산진구 초읍동 290-5 (해강그랜드빌),051-8481-9851,031-7686-8226,형제자매,26,✔,1067635505,9980263347,✘,∅,✘,오서흔,␣,␣,송가헌,2035.05.27,✘,3,␣,3,5
E0004,신희섭,✘,␣,✔,␣,쪽에,✘,␣,␣,✘,␣,충청남도 천안시 서북구 직산읍 부송리 27-1,14,한국통신산업개발,대구문화방송,␣,견연진,✘,아들,055-7292-7041,"인천광역시 서구 대평로8번길 16 (연희동, 예성펠리스)",✔,맹화선,␣,H2WYH0A,✘,063-1541-2989,2033년 7월 11일,␣,✘,온글라라,053-7028-0334,␣,2024,␣,␣,✘,✘,13,✔,7,␣,부산광역시 사상구 사상로146번길 19 (감전동),✘,8,1946-04-09,대구광역시 달서구 두류동 620-13,2004,010-6359-1450,␣,␣,✘,경기도 고양시 일산동구 백석동 1129-10,051-8310-6798,041-6370-8395,본인,␣,✔,1041756877,1059409031,✘,∅,✘,감준채,27개월,본인,심하나리,2042/7/24,✘,␣,␣,␣,17
E0005,차대식,✘,031-4189-8817,✔,팀장,␣,✔,9311714995,␣,✘,선임,부산광역시 부산진구 연지동 168-4,␣,␣,"지비스타일 (첨이첨이, 무냐무냐, 오끼오)","78,830,000",음규래,✘,친척,041-7760-5996,경상북도 구미시 선산읍 배다리4길 21-14 (봉남리),✘,␣,␣,H365833,✘,␣,1961-11-15,경치가,✘,김광운,054-6077-0854,␣,␣,4,2033,✘,✘,␣,✔,9,경기도 구리시 원수택로52번길 24-5 (수택동),경상북도 안동시 수상동 669-7,✘,27,2037/3/14,충청북도 옥천군 군서면 오동2길 107-10 (오동리),2037,010-7882-6608,010-8207-4984,율촌화학,✘,␣,␣,02-906-5965,딸,28,✔,1794299262,1065014641,✘,∅,✔,␣,11개월,부,탁상율,1967-10-10,✘,11,9384430751,␣,2
E0006,여미생,✘,063-6213-0366,✘,차장,␣,✔,9562977923,010-3508-3292,✘,CTO,전북특별자치도 순창군 순창읍 백산리 101-2,7,웹젠,SBI저축은행,8460000,오대형,✘,친척,033-9153-6321,대구광역시 수성구 중동 605-35,✔,홍종학,실장,HNB1DCZ,✘,␣,1952.12.20,올딱대어,✘,박하솔,032-0924-5042,고래잡이라는,␣,␣,2018,✔,✘,5,✔,12,충청남도 공주시 중동 4-25,경기도 고양시 일산동구 소개울2길 46 (중산동),✘,␣,␣,␣,␣,010-9267-6242,␣,SK스퀘어,✘,경상북도 김천시 부곡동 331-11,043-9789-2755,␣,본인,2,✔,9600014064,9125186229,✘,∅,✘,유병근,11개월,␣,간유우카,2007년 10월 27일,✘,␣,␣,20,␣
E0007,␣,✔,␣,✔,␣,␣,✘,1143876606,010-2585-7427,✘,CIO,충청북도 충주시 동량면 운교2길 13-6 (용교리),␣,위버스컴퍼니,파나소닉코리아,␣,사공희로,✔,기타,␣,서울특별시 마포구 합정동 433-15,✘,␣,인턴,HT0V003,✘,␣,␣,아버지의,✘,변문범,032-4807-1358,물질이,2009,3,␣,✘,✔,29,✘,␣,경상남도 창원시 성산구 양곡길106번길 9-4 (양곡동),충청남도 공주시 탄천면 절골길 50 (광명리),✘,4,␣,␣,␣,010-1778-5163,␣,␣,✔,경기도 안성시 발화동 196-2,064-1682-1333,044-4055-5277,아들,␣,✘,1111343113,␣,✘,∅,✘,기해양,25개월,배우자,␣,2006.03.28,✘,␣,1949737302,21,␣
E0008,␣,✘,063-8804-3482,✘,␣,하다,✘,9961211245,010-8974-2903,✘,␣,␣,25,럽미,숭의여자대학교,"53,930,000",도에스터,✘,친척,␣,충청남도 부여군 은산면 충절로대양4길 27 (대양리),✔,기병창,인턴,␣,✘,041-2091-5558,␣,␣,✔,송아한,053-2351-2445,␣,2027,␣,␣,✘,✔,␣,✔,1,␣,서울특별시 관악구 은천로 180 (봉천동),✘,␣,2047년 4월 22일,␣,␣,␣,␣,흥아,✘,부산광역시 동구 수정동 526-15,␣,␣,␣,␣,✘,␣,9133296879,✘,∅,✔,␣,29개월,␣,␣,1927.02.01,✘,4,␣,11,␣
F0000,이규랑,✔,063-1553-6006,✘,상무,통하여,✘,9080342078,010-0245-5428,✘,본부장,␣,13,G마켓,␣,␣,␣,✘,조부,063-6537-1292,제주특별자치도 제주시 애월읍 어음3길 18-23 (어음리),✔,위라해,주임,HK6UWVY,✘,032-7589-6905,1934.8.18,␣,✘,양라주,␣,줄의,2009,10,2037,✘,✘,17,✔,4,충청남도 천안시 동남구 목천읍 신계리 291-9,충청남도 논산시 성동면 병촌리 341-20,✘,29,2038.11.19,␣,2014,␣,␣,영풍그룹,✔,␣,043-2027-9412,061-9607-1275,부모,␣,✔,␣,9605319212,✘,∅,✘,주사비,30개월,␣,신아이작,1929.8.8,✘,1,1252133128,24,27
F0001,마혜온,✘,061-1630-8712,✔,COO,␣,✘,␣,␣,✔,부장,서울특별시 중구 흥인동 43,4,␣,GS EPS,"6,330,000",곽이로운,✘,부모,041-6106-5099,␣,✔,위순재,전무,␣,✘,042-9186-1282,␣,␣,✘,예솔진,␣,␣,2033,9,␣,✘,✔,31,✘,4,제주특별자치도 제주시 구좌읍 하도15길 153-5 (하도리),␣,✔,20,1979.05.11,전라남도 강진군 병영면 한림길 23-12 (한학리),2036,010-4550-9762,␣,한국청정음료,✘,전북특별자치도 고창군 아산면 희어재로 486-74 (성산리),␣,032-2817-1145,형제,␣,✘,␣,␣,✘,∅,✔,심기정,10개월,아들,맹천춘,2024.12.22,✘,4,9740600553,21,␣
